Name,Bottle Size,Original Price,Discounted Price,Img link
Allen A71 U.T.I. (Urinary Tract Infections) Drop,bottle of 30 ml Drop,₹170,₹146,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/plieggsrfneddlwkn0j3/dr.-reckeweg-sarsaparilla-mother-tincture-q.jpg"
Dr. Reckeweg Kali Bichrom Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹151,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/ldayoqneyg2xgipk1jwo/bjain-ginkgo-biloba-mother-tincture-q.jpg"
New Life Bach Flower Larch 30,bottle of 30 ml Dilution,₹125,₹113,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
SBL Allium Cepa Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/ln1ymfcpxqfkwwa6vojw/dr.-reckeweg-hamamelis-v-dilution-30-ch.jpg"
Allen A79 Depression Drop,bottle of 30 ml Drop,₹170,₹146,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/tehp0n0cwhycvbjqne7s/sbl-sepia-dilution-6-ch.jpg"
ADEL 43 Cardinorma Drop,bottle of 20 ml Drop,₹295,₹254,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/x2thnh1pxhy53qyclasd/sbl-kali-phosphoricum-dilution-200-ch.jpg"
Allen's Arnica Plus (Hair Vitalizer 100 Ml+ Triofer 50 Tablets) Kit,box of 1 Kit,₹325,₹315,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
SBL Arnica Montana Herbal Shampoo with TJC,bottle of 100 ml Shampoo,₹110,₹95,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/skryyeyimfzkpbkpllrl/wheezal-otorine-ear-drop.jpg"
Rxhomeo Arsenicum Album 30C Pellets,bottle of 250 pellets,₹40,₹38,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/ri3nwqhuenh1qpzrve2u/sbl-berberis-vulgaris-dilution-200-ch.jpg"
Dr. Reckeweg Sarsaparilla Mother Tincture Q,bottle of 20 ml Mother Tincture,₹255,₹219,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/ud7vy63esbh7yx2kzzdy/bakson-s-go-tox-drop.jpg"
Dr. Reckeweg R26 Draining and Stimulating Drop,bottle of 22 ml Drop,₹270,₹237,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
Bakson's Super Tonic,bottle of 450 ml Tonic,₹370,₹333,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/zb10umgwzh35ppbzfly9/sbl-clematis-erecta-mother-tincture-q.jpg"
ADEL Aalserum. Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹239,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/hxzjtkfbx1xp9ummunbm/dr.-reckeweg-robinia-pseu-dilution-30-ch.jpg"
Bakson's Biocombination 17 Tablet,bottle of 250 biocombination tablets,₹120,₹106,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/hxxdsfermk5kj1o9xiae/dr-willmar-schwabe-india-belladonna-dilution-200-ch.jpg"
Bjain Cephalandra Indica Mother Tincture Q,bottle of 100 ml Mother Tincture,₹195,₹168,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/drfdnnt2dbp3nosegqrl/bakson-s-tense-aid-tablet.jpg"
SBL Bio-Combination 26 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹95,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/gakcapvw26cwnaw0gefw/allen-a77-stress-drop.jpg"
Dr. Reckeweg Ledum Pal Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹122,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/wileacszeennnexhs0fz/sbl-pulsatilla-nigricans-dilution-6-ch.jpg"
Dr. Reckeweg Wiesbaden Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/ih9x5grcalavi1d5eoym/adven-osteodin-tablet.jpg"
Similia Thuja Dilution 1M,bottle of 30 ml Dilution,₹120,₹104,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/u4zgrxspm2ywd6y3iich/bhargava-bals-tablet.jpg"
Dr. Reckeweg Bio-Combination 2 (BC 2) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹163,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/ldmi5ho0lzoh64qbxglj/allen-a67-back-pain-drop.jpg"
SBL Stramonium Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/ztmrjnz63mwbje7tbrwc/sbl-mercurius-corrosivus-dilution-30-ch.jpg"
SBL Gnaphalium Polycephalum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/olcgjb52mbtenvtmrgl4/wheezal-arnica-hair-n-scalp-anti-dandruff-shampoo.jpg"
Bakson's Urtica Aid Tablet,bottle of 75 tablets,₹215,₹185,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/qqv1s6sftucgkws8pxal/dr.-reckeweg-bio-combination-12-bc-12-tablet.jpg"
Dr Willmar Schwabe India Echinacea Angustifolia Tablet 1X,bottle of 20 gm Tablet,₹320,₹279,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/jkssm8c6fu0pccox29dh/dr.-reckeweg-r69-for-pain-between-the-ribs-drop.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Arsenicum Sulph Flavum Trituration Tablet 6X,bottle of 25 gm Trituration Tablet,₹175,₹152,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/5fe4f333b2cc4f019601ed7cdade4c0b/medisynth-nasaltone-oral-drop.jpg"
Dr Willmar Schwabe India Symphytum Officinale Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹122,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/w2kiqm72odjpohzagusr/dr-willmar-schwabe-india-cydonia-vulgaris-dilution-200-ch.jpg"
Hapdco Kalmegh Drop,bottle of 30 ml Drop,₹100,₹95,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/wsa38mjzpjof41rfx27b/sbl-lycopodium-clavatum-mother-tincture-q.jpg"
SBL Kali Nitricum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹70,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/avkzmtdeezq5liak60or/bjain-omeo-ear-drop.png"
SBL Berberis Vulgaris Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹102,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/dcl6slyfxtiu6p7xcvyn/dr.-reckeweg-aalserum-dilution-30-ch.jpg"
New Life Oto-NL Ear Drop,bottle of 10 ml Ear Drop,₹60,₹50,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/fvdpqunncupo5cov74xb/sbl-drosera-rotundifolia-dilution-200-ch.jpg"
SBL Jaborandi Plus Hair Oil,bottle of 100 ml Oil,₹175,₹154,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/okbtxpp1swl6b1dxkgho/dr-willmar-schwabe-india-acidum-nitricum-dilution-30-ch.jpg"
Wheezal Super Alfalfa Tablet,bottle of 250 tablets,₹400,₹380,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Sabina Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹189,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/farksqzxczrlk8bnoppo/sbl-chelidonium-majus-dilution-200-ch.jpg"
SBL Clematis Erecta Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹210,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/fpewtt7mrbx7fso4yv8l/dr-willmar-schwabe-india-argentum-nitricum-dilution-30-ch.jpg"
Bhargava Artharal Tablet,box of 30 tablets,₹117,₹102,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/lqqvtdorcoeqzzvqwzac/sbl-belladonna-mother-tincture-q.jpg"
ADEL 34 Ailgeno Drop,bottle of 20 ml Drop,₹295,₹254,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
Allen A67 Back Pain Drop,bottle of 30 ml Drop,₹170,₹146,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/zb3crbat6jbtt1bbmywd/sbl-staphysagria-mother-tincture-q.jpg"
SBL Staphysagria Mother Tincture Q,bottle of 30 ml Mother Tincture,₹425,₹366,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/wqejjwfhq6zigqtnswxv/dr.-reckeweg-rosmarinus-off-dilution-30-ch.jpg"
Dr Willmar Schwabe India Daphne Indica Tablet 1X,bottle of 20 gm Tablet,₹320,₹275,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/y3tfoc49odhgtsq9u45d/lord-s-cholestril-drop.jpg"
SBL Bio-Combination 23 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹96,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr. Reckeweg Robinia Pseu Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹119,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/rzf6hutg7vukgmwpuql7/rxhomeo-pulsatilla-pellets-1m.jpg"
Dr Willmar Schwabe India Andrographis Paniculata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹97,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/mlyobmalniztiny2g4od/sbl-calcarea-fluorica-biochemic-tablet-30x.jpg"
SBL Kali Phosphoricum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹101,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/c9rob6aiezqfign3lbog/wheezal-wl51-cholestrol-drop.png"
SBL Equisetum Hyemale Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
Wheezal WL51 Cholestrol Drop,bottle of 30 ml Drop,₹170,₹153,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/3fab3c827b0f49098eb5dcfaeedac723/medisynth-tonsilon-forte-drop.jpg"
SBL Chelidonium Majus Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/uwajhaksmqqrfstcumiu/dr.-reckeweg-calc-fluor-dilution-30-ch.jpg"
Dr. Reckeweg Bio-Combination 24 (BC 24) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹163,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/fxs0zotgkaklq7blv841/bakson-s-compound-5-pain-joints-tablet.jpg"
SBL Pulsatilla Nigricans Dilution 6 CH,bottle of 30 ml Dilution,₹100,₹89,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Belladonna Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹90,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/yravomqbv1wqks4frgpl/repl-dr.-advice-no.28-colitis-drop.jpg"
SBL Sepia Dilution 6 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/hv38ow8yxtbutomsv8po/sbl-eucalyptus-globulus-mother-tincture-q.jpg"
Dr. Reckeweg Aalserum Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹119,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/drb1v7beri5sapnyw5hn/bjain-nux-vomica-dilution-30-ch.jpg"
Dr Willmar Schwabe India Argentum Nitricum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹82,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
Dr Willmar Schwabe India Belladonna Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/a8qjblbb5w1bh6g2etxt/wheezal-petrolatum-w-pure-petroleum-jelly.jpg"
Dr. Reckeweg R69 for Pain Between The Ribs Drop,bottle of 22 ml Drop,₹270,₹243,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/udwhjnosbienia9ddc1q/boericke-and-tafel-dental-care-gel.jpg"
Dr Willmar Schwabe India Acidum Nitricum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/hrsuz3xv9wrh67c5qfh3/dr.-reckeweg-wiesbaden-dilution-200-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
SBL Embelia Ribes Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹125,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/udoexfmk7dwlhpgjkhug/sbl-ferrum-picricum-trituration-tablet-3x.jpg"
Wheezal Arnica Hair N Scalp Anti-Dandruff Shampoo,bottle of 200 ml Shampoo,₹210,₹191,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/kntyytny72h2gzmzafwh/dr.-reckeweg-bio-combination-24-bc-24-tablet.jpg"
SBL Ferrum Phosphoricum Biochemic Tablet 3X,bottle of 25 gm Biochemic Tablet,₹110,₹97,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/fac264360ff74fdbaf4c464d9885f202/sbl-bio-combination-23-tablet.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
SBL Mercurius Corrosivus Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/homscwbzjgr4yblvbubk/german-s-539-varicose-veins-drop.jpg"
Wheezal Otorine Ear Drop,bottle of 15 ml Ear Drop,₹70,₹65,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/jzdeelyugqir6c1ill6x/rxhomeo-nux-vomica-pellets-1m.jpg"
German's 539 Varicose Veins Drop,bottle of 30 ml Drop,₹170,₹150,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/e4nslm1qfrxusup0vusq/bjain-nux-vomica-dilution-200-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
Dr. Reckeweg Calc Fluor Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹128,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/dzorstc4lovvcyxykn1u/sbl-ovarinum-dilution-30-ch.jpg"
Wheezal WL11 Diabetes Drop,bottle of 30 ml Drop,₹170,₹153,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/tsqbaateqir2hdwgaez5/sbl-aralia-racemosa-mother-tincture-q.jpg"
Bjain Nux Vomica Dilution 200 CH,bottle of 100 ml Dilution,₹190,₹171,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/mrkrmirs3geyedxgo1f1/ralson-remedies-remepile-drop.png"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
Boericke and Tafel Dental Care Gel,tube of 100 gm Dental Gel,₹75,₹68,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/pxt1mzvra7ejpquhlexn/wheezal-wl11-diabetes-drop.jpg"
SBL Aralia Racemosa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹135,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/87136f57ed3a45d3becc518f9e98f7ba/dr-batra-s-dandruff-cleansing-shampoo.jpg"
SBL Ovarinum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹89,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/wdmhcmlpxfbdx0ut14ia/sbl-oleum-jecoris-trituration-tablet-3x.jpg"
SBL Sanguinaria Canadensis Dilution 200 CH,bottle of 30 ml Dilution,₹105,₹90,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
SBL Iodium Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/cropped/wz86iiy1ahehx1bymzlw/sbl-ferrum-phosphoricum-biochemic-tablet-3x.jpg"
Dr. Reckeweg Rosmarinus Off Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹119,"https://onemg.gumlet.io/images/q_auto,c_fit,h_150,f_auto,w_150/jc2pprotootvlidass81/ldd-bioscience-orthonip.jpg"
SBL Lycopodium Clavatum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹129,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/es5pywiocsj42gktcmsk/sbl-arsenicum-sulph-flavum-trituration-tablet-6x.png"
Dr Willmar Schwabe India Bio-Combination 25 (BC 25) Tablet,bottle of 20 gm Biocombination Tablet,₹95,₹82,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/e6be0598bf334aa6b8283f561c557c35/sbl-bio-combination-28-tablet.jpg"
Dr Willmar Schwabe India Cydonia Vulgaris Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Rxhomeo Pulsatilla Pellets 1M,bottle of 750 pellets,₹115,₹109,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/bvnmfzk9h3i5wgffensa/sbl-sanguinaria-canadensis-dilution-200-ch.jpg"
Dr. Reckeweg Hamamelis V Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹127,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/fytaue8cgezzyk7pbsdb/allen-s-arnica-plus-s.png"
Bakson's Go Tox Drop,bottle of 30 ml Drop,₹125,₹113,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/lgv1mnm4u6y0g0rrysya/rxhomeo-arnica-montana-200c-pellets.jpg"
Medisynth Alfamalt Forte Malt,bottle of 250 gm Paste,₹200,₹154,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/avkzmtdeezq5liak60or/bjain-omeo-ear-drop.png"
Rxhomeo Arsenicum Album Pellets 200C,bottle of 750 pellets,₹95,₹87,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/bzruinw6qieogt3mqkwd/repl-dr.-advice-no.63-sterlin-m-drop.jpg"
Bakson's Compound # 5 Pain Joints Tablet,bottle of 100 tablets,₹135,₹119,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/bkakfcr0l0iesfczljsx/hapdco-mensol-tonic.jpg"
Dr. Reckeweg Kali Phosphoricum Biochemic Tablet 200X,bottle of 20 gm Biochemic Tablet,₹275,₹248,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/fppoxyfdnqdeednexbsz/bakson-s-anti-aging-lotion.jpg"
Rxhomeo Euphrasia Officinalis Pellets 30C,bottle of 750 pellets,₹90,₹86,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Allen A23 Liver And Gall Bladder Drop,bottle of 30 ml Drop,₹170,₹155,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/julfnjohpkvsjwpx9mpb/shl-sarcream-antiseptic-cream.jpg"
Medisynth Pilen Cream,tube of 20 gm Cream,₹100,₹86,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/x6f4iwjy9rxkwegnvygk/dr-willmar-schwabe-india-hydrangea-arborescens-mother-tincture-q.png"
Dr. Reckeweg Bio-Combination 12 (BC 12) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹168,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/jzq543dm6fk030vnkkkg/sbl-equisetum-hyemale-mother-tincture-q.jpg"
Rxhomeo Nux Vomica Pellets 1M,bottle of 750 pellets,₹115,₹109,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
REPL Dr. Advice No.63 Sterlin-M Drop,bottle of 30 ml Drop,₹180,₹148,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/dvweogmyfnyspvhbbwur/sbl-lemna-minor-dilution-200-ch.jpg"
REPL Dr. Advice No.28 Colitis Drop,bottle of 30 ml Drop,₹180,₹155,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/kanwa7utijgahmxeb4kp/bakson-s-compound-3-hives-urticaria-tablet.jpg"
SBL Oleum Jecoris Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹175,₹154,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/skkw6ylyohzvlmoca62i/sbl-scrophularia-nodosa-mother-tincture-q.jpg"
Rxhomeo Colocynthis Pellets 200C,bottle of 750 pellets,₹95,₹90,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Allen A77 Stress Drop,bottle of 30 ml Drop,₹170,₹148,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/db8sjbant1cl5ub0yjk6/dr.-reckeweg-bio-combination-15-bc-15-tablet.jpg"
Bjain Nux Vomica Dilution 30 CH,bottle of 100 ml Dilution,₹180,₹156,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/z8v3p96zcp2tkbgf79kw/dr.-reckeweg-carica-papaya-mother-tincture-q.jpg"
Dr. Reckeweg Carica Papaya Mother Tincture Q,bottle of 20 ml Mother Tincture,₹335,₹295,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/x0jf440yi3vigdizagpk/sbl-scutellareia-mother-tincture-q.jpg"
Dr Batra's Dandruff Cleansing Shampoo,bottle of 200 ml Shampoo,₹219,₹153,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
Medisynth Tonsilon Forte Drop,bottle of 30 ml Drop,₹150,₹132,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/8006557db6db41b99e7af8ecb1a14ef1/sbl-nixocid-syrup.jpg"
Dr Willmar Schwabe India Boerhaavia Diffusa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹95,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/p17rrqgkhaloxkqwtbod/sbl-embelia-ribes-dilution-1000-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/cropped/owjdsgg7urjfrtoz5rdb/hahnemann-labs-jac-olivol-body-oil.png"
LDD Bioscience Orthonip,bottle of 60 tablets,₹450,₹427.5,"https://onemg.gumlet.io/images/w_150,h_150,f_auto,q_auto,c_fit/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
